1034,坑口文曲里公園草地滾球場,Hang Hau Man Kuk Lane Park Bowling Green,,3018,將軍澳坑口文曲里6號,"6 Man Kuk Lane, Hang Hau, Tseung Kwan O, N.T.",null,null,null,24 Hours,24 Hours,24 Hours,22.31321,114.26487,NOW(),1
1035,鶴藪營地,Hok Tau Campsite,,3014,大埔鶴藪道,"Hok Tau, Tai Po",1823,http://www.afcd.gov.hk/english/country/cou_vis/cou_vis_cam/cou_vis_cam_cam/cou_vis_cam_02_HokTau.html,null,24 Hours,24 Hours,24 Hours,22.4984116,,NOW(),1
1036,香港電影資料館,Hong Kong Film Archive,,1016,西灣河鯉景道50號,"50 Lei King Road, Sai Wan Ho",null,https://www.filmarchive.gov.hk/en_US/web/hkfa/home.html,null,10:00 - 19:00,10:00 - 19:00,10:00 - 19:00,22.2850865,114.2220446,NOW(),1
1037,香港文化博物館,Hong Kong Heritage Museum,,3011,沙田文林路1號,"1 Man Lam Road, Sha Tin",null,https://www.heritagemuseum.gov.hk/en_US/web/hm/highlights.html,null,24 Hours,24 Hours,24 Hours,22.37740318,114.1851958,NOW(),1
1038,香港藝術館,Hong Kong Museum of Art,,2024,尖沙咀梳士巴利道10號,"10 Salisbury Road, Tsim Sha Tsui",null,http://www.lcsd.gov.hk/CE/Museum/Arts/index.htm,null,24 Hours,24 Hours,24 Hours,22.29346412,114.1719737,NOW(),1
1039,香港海防博物館,Hong Kong Museum of Coastal Defence,,1017,筲箕灣東喜道175號,"175 Tung Hei Road, Shau Kei Wan",null,http://www.lcsd.gov.hk/CE/Museum/Coastal/en_US/web/mcd/aboutus/introduction.html,null,24 Hours,24 Hours,24 Hours,22.2827615,114.2350173,NOW(),1
1040,香港歷史博物館,Hong Kong Museum of History,,2024,尖沙咀漆咸道南100號,"100 Chatham Road South, Tsim Sha Tsui",null,http://www.lcsd.gov.hk/CE/Museum/History/en_US/web/mh/index.html,null,24 Hours,24 Hours,24 Hours,22.30174526,114.1774081,NOW(),1
1041,香港公園,Hong Kong Park,,1005,中環紅棉路19號,"19 Cotton Tree Drive, Central",null,http://www.lcsd.gov.hk/en/ls_park.php,null,24 Hours,24 Hours,24 Hours,22.27730765,114.1613883,NOW(),1
1042,香港鐵路博物館,Hong Kong Railway Museum,,3014,大埔墟崇德街13號,"13 Shung Tak Street, Tai Po Market",null,http://www.heritagemuseum.gov.hk/en_US/web/hm/museums/railway.html,null,24 Hours,24 Hours,24 Hours,22.44758789,114.1643422,NOW(),1
1043,香港科學館,Hong Kong Science Museum,,2024,尖沙咀東部科學館道2號,"2 Science Museum Road, Tsim Sha Tsui East",null,http://www.lcsd.gov.hk/CE/Museum/Science/index.html,null,10:00 - 19:00,10:00 - 19:00,10:00 - 19:00,22.30108603,114.1776604,NOW(),1
1044,香港單車館公園,Hong Kong Velodrome Park,,3018,將軍澳寶康路105-107號,"105-107 Po Hong Road, Tseung Kwan O",null,http://www.lcsd.gov.hk/en/parks/vdp/index.html,null,24 Hours,24 Hours,24 Hours,22.31414232,114.2609928,NOW(),1
1045,香港視覺藝術中心,Hong Kong Visual Arts Centre,,1005,中區堅尼地道7號A,"7A Kennedy Road, Central",null,https://www.lcsd.gov.hk/CE/Museum/APO/en_US/web/apo/va_main.html,null,24 Hours,24 Hours,24 Hours,22.27657416,114.159407,NOW(),1
1046,香港動植物公園,Hong Kong Zoological & Botanical Gardens,,1005,中西區雅賓利道,"Albany Road, Central & Western",null,http://www.lcsd.gov.hk/en/ls_park.php,null,24 Hours,24 Hours,24 Hours,22.27768633,114.1559254,NOW(),1
1047,洪聖街休憩花園,Hung Shing Street Rest Garden,,1002,鴨脷洲惠風街,"Wai Fung Street, Ap Lei Chau",2555 1268,null,null,24 Hours,24 Hours,24 Hours,22.24476715,114.1562707,NOW(),1
1048,洪聖爺灣泳灘,Hung Shing Yeh Beach,,4004,南丫島榕樹灣,"Yung Shue Wan, Lamma Island",null,http://www.lcsd.gov.hk/en/beach/index.html,null,24 Hours,24 Hours,24 Hours,22.21882385,114.1196995,NOW(),1
1049,港島東體育館,Island East Sports Centre,,1016,西灣河鯉景道52號,"52 Lei King Road, Sai Wan Ho",null,http://www.lcsd.gov.hk/en/facilities/facilitieslist/landsports/sportcentre.html,null,24 Hours,24 Hours,24 Hours,22.28472,114.22229,NOW(),1
1050,佐敦谷公園,Jordan Valley Park,,2011,觀塘新清水灣道71號,"No.71, New Clear Water Bay Road",2342 2241,null,null,24 Hours,24 Hours,24 Hours,22.32984225,114.2218066,NOW(),1
1051,啟德大道公園,Kai Tak Avenue Park,,1005,九龍城沐安街16號,"16 Muk On Street, Kowloon City",2706 5813,null,null,24 Hours,24 Hours,24 Hours,22.32979782,114.2013549,NOW(),1
1052,啓德跑道公園,Kai Tak Runway Park,,1005,啟德承豐道33號,"33 Shing Fung Road, Kai Tak, Kowloon ",2806 3155,null,null,24 Hours,24 Hours,24 Hours,22.30493359,114.2162073,NOW(),1
1053,啟德空中花園,Kai Tak Sky Garden,,1005,九龍啟德承豐道,"Shing Fung Road, Kai Tak",2806 3210,null,null,24 Hours,24 Hours,24 Hours,22.3111919,114.207753,NOW(),1
1054,金山郊野公園,Kam Shan Country Park,,3011,金山郊野公園,Kam Shan Country Park,1823,http://www.afcd.gov.hk/english/country/cou_vis/cou_vis_cou/cou_vis_cou.html,null,24 Hours,24 Hours,24 Hours,22.36239245,114.1501942,NOW(),1
1055,麒麟崗公眾公園,Ki Lun Kong Public Park,,3021,屯門青山公路三聖邨對面,"Opposite to Sam Shing Estate, Castle Peak Road, Tuen Mun",2451 3105,null,null,24 Hours,24 Hours,24 Hours,22.3824184,113.9786551,NOW(),1
1056,橋咀郊野公園,Kiu Tsui Country Park,,3010,橋咀郊野公園,Kiu Tsui Country Park,1823,http://www.afcd.gov.hk/english/country/cou_vis/cou_vis_cou/cou_vis_cou.html,null,24 Hours,24 Hours,24 Hours,22.36578407,114.2936952,NOW(),1
1057,降下坳營地,Kong Ha Au Campsite,,3014,船灣新娘潭路八仙嶺郊野公園,Plover Wan Bride Pool Road Pat Sin Leng Country Park,1823,http://www.afcd.gov.hk/english/country/cou_vis/cou_vis_cam/cou_vis_cam_cam/cou_vis_cam_38_KongHaAu.html,null,24 Hours,24 Hours,24 Hours,22.51459188,,NOW(),1
1058,九龍公園,Kowloon Park,,2024,尖沙咀柯士甸道22號,"22 Austin Road, Tsim Sha Tsui",null,http://www.lcsd.gov.hk/en/ls_park.php,null,24 Hours,24 Hours,24 Hours,22.30011781,114.1702102,NOW(),1
1059,九龍寨城公園,Kowloon Walled City Park,,1005,九龍城東正道,"Tung Tsing Road,Kowloon City",null,http://www.lcsd.gov.hk/en/ls_park.php,null,24 Hours,24 Hours,24 Hours,22.33165589,114.1898271,NOW(),1
1060,觀音灣泳灘,Kwun Yam Beach,,4002,長洲黑排路,"Hak Pai Road, Cheung Chau",null,http://www.lcsd.gov.hk/en/beach/index.html,null,24 Hours,24 Hours,24 Hours,22.20711841,114.0344812,NOW(),1
1061,荔枝角公園,Lai Chi Kok Park,,2020,荔枝角荔灣道1號,"1 Lai Wan Road, Lai Chi Kok",null,http://www.lcsd.gov.hk/en/ls_park.php,null,24 Hours,24 Hours,24 Hours,22.3394756,114.1369849,NOW(),1
1062,林村郊野公園,Lam Tsuen Country Park,,3014,林村郊野公園,Lam Tsuen Country Park,1823,http://www.afcd.gov.hk/english/country/cou_vis/cou_vis_cou/cou_vis_cou.html,null,24 Hours,24 Hours,24 Hours,22.45899845,114.0916875,NOW(),1
1063,羅屋民俗館,Law Uk Folk Museum,,1006,柴灣吉勝街14號,"14 Kut Shing Street, Chai Wan",null,http://www.lcsd.gov.hk/CE/Museum/History/en/luf.php,null,24 Hours,24 Hours,24 Hours,22.26416722,114.2355239,NOW(),1
1064,李鄭屋漢墓博物館,Lei Cheng Uk Han Tomb Museum,,2020,深水埗東京街41號,"41 Tonkin Street, Sham Shui Po",null,http://www.lcsd.gov.hk/CE/Museum/History/en/lcuht.php,null,24 Hours,24 Hours,24 Hours,22.33788483,114.1600517,NOW(),1
1065,獅子山公園,Lion Rock Park,,2026,九龍黃大仙竹園道,"Chuk Yuen Road, Wong Tai Sin, Kowloon",null,null,null,24 Hours,24 Hours,24 Hours,22.34484541,114.1838474,NOW(),1
1066,籮箕灣營地,Lo Kei Wan Campsite,,4005,籮箕灣,Lo Kei Wan,1823,http://www.afcd.gov.hk/english/country/cou_vis/cou_vis_cam/cou_vis_cam_cam/cou_vis_cam_30_LoKeiWan.html,null,24 Hours,24 Hours,24 Hours,22.21205915,,NOW(),1
1067,蘆鬚城泳灘,Lo So Shing Beach,,4004,南丫島索罟灣,"Sok Kwu Wan, Lamma Island",null,http://www.lcsd.gov.hk/en/beach/index.html,null,24 Hours,24 Hours,24 Hours,22.20446153,114.1227146,NOW(),1
1068,龍翔道眺望處,Lung Cheung Road Lookout,,2020,龍翔道,Lung Cheung Road,2370 9954,null,null,24 Hours,24 Hours,24 Hours,22.34284928,114.1714243,NOW(),1
1069,龍虎山郊野公園,Lung Fu Shan Country Park,,1012,沙灣坳薄扶林道92號,"92 Pok Fu Lam Road, Sha Wan Col",1823,http://www.afcd.gov.hk/english/country/cou_vis/cou_vis_cou/cou_vis_cou.html,null,24 Hours,24 Hours,24 Hours,22.27714039,114.1347825,NOW(),1
1070,馬鞍山郊野公園,Ma On Shan Country Park,,3008,馬鞍山郊野公園,Ma On Shan Country Park,1823,http://www.afcd.gov.hk/english/country/cou_vis/cou_vis_cou/cou_vis_cou.html,null,24 Hours,24 Hours,24 Hours,22.38044088,114.2461275,NOW(),1
1071,馬鞍山公園,Ma On Shan Park,,3011,馬鞍山鞍駿街12號,"12 On Chun Street, Ma On Shan",null,http://www.lcsd.gov.hk/en/ls_park.php,null,24 Hours,24 Hours,24 Hours,22.4272941,114.2311852,NOW(),1
1072,馬鞍山海濱長廊,Ma On Shan Promenade,,3011,馬鞍山寧泰路,"Ning Tai Road, Ma On Shan",2643 5320,null,null,24 Hours,24 Hours,24 Hours,22.40883274,114.2204092,NOW(),1
1073,馬鞍山西沙路花園,Ma On Shan Sai Sha Road Garden,,3011,馬鞍山西沙路,"Sai Sha Road, Ma On Shan",2634 0143,null,null,24 Hours,24 Hours,24 Hours,22.4244587,114.227343,NOW(),1
1074,馬灣東灣泳灘,Ma Wan Tung Wan Beach,,3020,荃灣馬灣東灣,"Ma Wan Tung Wan, Tsuen Wan",null,http://www.lcsd.gov.hk/en/beach/index.html,null,24 Hours,24 Hours,24 Hours,22.35024273,114.0615344,NOW(),1
1075,馬窩路花園,Ma Wo Road Garden,,3014,新界大埔馬窩路2號,"2 Ma Wo Road, Tai Po, New Territories",3183 9050,null,mpptp2@lcsd.gov.hk,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,22.44273833,114.165557,NOW(),1
1076,中間道兒童遊樂場,Middle Road Children's Playground,,2024,九龍尖沙咀中間道,"Middle Road, Tsim Sha Tsui, Kowloon",null,null,null,24 Hours,24 Hours,24 Hours,22.29541388,114.1740941,NOW(),1
1077,梅窩銀河花園,Mui Wo River Silver Garden,,4005,大嶼山梅窩銀石街,"Ngan Shek Street, Mui Wo, Lantau",28524845,null,null,24 Hours,24 Hours,24 Hours,22.2674179,113.9970642,NOW(),
1078,南昌公園,Nam Cheong Park,,2020,九龍深旺道20號,"20 Sham Mong Road, Kowloon",null,null,null,24 Hours,24 Hours,24 Hours,22.32409123,114.1574113,NOW(),1
1079,南蓮園池,Nan Lian Garden,,2004,黃大仙鑽石山鳳德道60號,"Fung Tak Road, Diamond Hill, Wong Tai Sin",null,http://www.lcsd.gov.hk/en/ls_park.php,null,24 Hours,24 Hours,24 Hours,22.33912956,114.2045257,NOW(),
1080,牛池灣公園,Ngau Chi Wan Park,,2026,黃大仙牛池灣豐盛街71號,"71 Fung Shing Street, Ngau Chi Wan, Wong Tai Sin",null,null,null,24 Hours,24 Hours,24 Hours,22.33615123,114.2138022,NOW(),1
1081,牛頭角公園,Ngau Tau Kok Park,,2011,九龍觀塘道199號,"199 Kwun Tong Road, Kowloon",2343 6123,http://www.lcsd.gov.hk/en/facilities/facilitieslist/facilities.php?ftid=3&did=6&fcid=8 (Soccer)<br/><br/>http://www.lcsd.gov.hk/en/facilities/facilitieslist/facilities.php?ftid=26&did=6 (Jogging Tracks),null,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,22.32298436,114.2150159,NOW(),1
1082,北區公園,North District Park,,3013,上水馬會道,"Jockey Club Road, Sheung Shui",null,http://www.lcsd.gov.hk/en/ls_park.php,null,24 Hours,24 Hours,24 Hours,22.49892247,114.1341113,NOW(),1
1083,北角海濱花園,North Point Promenade,,1011,香港北角渡輪碼頭,"North Point Ferry Pier, Hong Kong",null,null,null,24 Hours,24 Hours,24 Hours,22.29348308,114.2014909,NOW(),1
1084,油街實現,Oil Street Art Space,,1011,香港北角油街12號,"12 Oil Street, North Point, Hong Kong",null,https://www.lcsd.gov.hk/CE/Museum/APO/en_US/web/apo/about_oi.html,null,24 Hours,24 Hours,24 Hours,22.28891773,114.1928598,NOW(),1
1085,安睦街花園,On Muk Street Garden,,3011,沙田安睦街,"On Muk Street, Sha Tin",null,null,null,24 Hours,24 Hours,24 Hours,22.38939996,114.2051162,NOW(),1
1086,安秀道公園,On Sau Road Park,,2011,觀塘安秀道,"On Sau Road, Kwun Tong",2553 5532,null,null,24 Hours,24 Hours,24 Hours,22.3229847,114.232035,NOW(),1
1087,八仙嶺郊野公園,Pat Sin Leng Country Park,,3014,八仙嶺郊野公園,N.A.,1823,http://www.afcd.gov.hk/english/country/cou_vis/cou_vis_cou/cou_vis_cou.html,null,24 Hours,24 Hours,24 Hours,22.49631235,114.2136289,NOW(),1
1088,寶康公園,Po Hong Park,,3018,將軍澳運隆路,"Wan Lung Road, Tseung Kwan O",null,http://www.lcsd.gov.hk/en/ls_park.php,null,24 Hours,24 Hours,24 Hours,22.3187749,114.2576568,NOW(),1
1089,曝罟灣營地,Po Kwu Wan Campsite,,3010,曝罟灣,Po Kwu Wan,1823,http://www.afcd.gov.hk/english/country/cou_vis/cou_vis_cam/cou_vis_cam_cam/cou_vis_cam_17_PoKwuWan.html,null,24 Hours,24 Hours,24 Hours,22.38220124,,NOW(),1
1090,寶翠公園,Po Tsui Park,,3018,將軍澳寶康路,"Po Hong Road, Tseung Kwan O",null,http://www.lcsd.gov.hk/en/ls_park.php,null,24 Hours,24 Hours,24 Hours,22.3250173,114.2529916,NOW(),1
1091,薄扶林郊野公園,Pok Fu Lam Country Park,,1023,山頂薄扶林水塘道,"Reservoir Road, Pokfulam, The Peak",1823,http://www.afcd.gov.hk/english/country/cou_vis/cou_vis_cou/cou_vis_cou.html,null,24 Hours,24 Hours,24 Hours,22.26531227,114.1435181,NOW(),1
1092,貝澳泳灘,Pui O Beach,,4005,貝澳泳灘,Pui O Beach Lantau Island,null,http://www.lcsd.gov.hk/en/beach/index.html,null,24 Hours,24 Hours,24 Hours,22.23999152,113.9759455,NOW(),1
1093,杯渡路(南)休憩花園,Pui To Road (South) Rest Garden,,3021,屯門天后路,"Tin Hau Road, Tuen Mun",2451 3110,null,null,24 Hours,24 Hours,24 Hours,22.3924687,113.971751,NOW(),
1094,鰂魚涌公園,Quarry Bay Park,,1013,鰂魚涌近海堤街,"Near Hoi Tai Street, Quarry Bay",null,http://www.lcsd.gov.hk/en/ls_park.php,null,07:00 - 23:00,07:00 - 23:00,07:00 - 23:00,22.28840423,114.2155247,NOW(),1
1095,鰂魚涌海濱花園,Quarry Bay Promenade,,1013,鰂魚涌海裕街,"Hoi Yu Street, Quarry Bay",2513 8499,null,null,24 Hours,24 Hours,24 Hours,22.29039576,114.2143695,NOW(),1
1096,淺水灣泳灘,Repulse Bay Beach,,1014,淺水灣海灘道,"Beach Road, Repulse Bay",null,http://www.lcsd.gov.hk/en/beach/index.html,null,24 Hours,24 Hours,24 Hours,22.23686251,114.196143,NOW(),1
1097,扶輪公園營地,Rotary Park Campsite,,3020,荃錦坳,Tsuen Kam Au,1823,http://www.afcd.gov.hk/english/country/cou_vis/cou_vis_cam/cou_vis_cam_cam/cou_vis_cam_23_Rotary.html,null,24 Hours,24 Hours,24 Hours,22.40507504,,NOW(),1
1098,西貢東郊野公園,Sai Kung East Country Park,,3010,西貢東郊野公園,Sai Kung East Country Park,1823,http://www.afcd.gov.hk/english/country/cou_vis/cou_vis_cou/cou_vis_cou.html,null,24 Hours,24 Hours,24 Hours,22.40022586,114.3539356,NOW(),1
1099,西貢海濱公園,Sai Kung Waterfront Park,,3010,西貢惠民路,"Wai Man Road, Sai Kung",2791 0158,null,null,24 Hours,24 Hours,24 Hours,22.38255826,114.2746449,NOW(),1
1100,西灣營地,Sai Wan Campsite,,3010,西灣,Sai Wan,1823,http://www.afcd.gov.hk/english/country/cou_vis/cou_vis_cam/cou_vis_cam_cam/cou_vis_cam_13_SaiWan.html,null,24 Hours,24 Hours,24 Hours,22.40200271,,NOW(),1
1101,三棟屋博物館,Sam Tung Uk Museum,,3020,荃灣古屋里2號,"2 Kwu Uk Lane, Tsuen Wan",null,https://www.lcsd.gov.hk/CE/Museum/ICHO/en_US/web/icho/sam_tung_uk_museum.html,null,24 Hours,24 Hours,24 Hours,22.37196619,114.1203353,NOW(),1
1102,新廈街遊樂場,San Ha Street Playground,,1006,新廈街,San Ha Street,2564 2539,null,null,24 Hours,24 Hours,24 Hours,22.26433791,114.2447633,NOW(),1
1103,沙田公園,Sha Tin Park,,3011,沙田源禾路2號,"2 Yuen Wo Road, Shatin",null,http://www.lcsd.gov.hk/en/ls_park.php,null,24 Hours,24 Hours,24 Hours,22.37949163,114.1898733,NOW(),1
1104,石硤尾公園,Shek Kip Mei Park,,2020,深水埗南昌街270號,"270 Nam Cheong Street, Sham Shui Po",null,http://www.lcsd.gov.hk/en/ls_park.php,null,24 Hours,24 Hours,24 Hours,22.33858998,114.170982,NOW(),1
1105,石貝街花園,Shek Pui Street Garden,,3003,葵涌石貝街,"Shek Pui Street, Kwai Chung",2425 0691,null,null,24 Hours,24 Hours,24 Hours,22.3646227,114.136647,NOW(),1
1106,上村公園,Sheung Tsuen Park,,3022,元朗錦上路,"Kam Sheung Road, Yuen Long",2475 3445 / 2470 7137,null,null,24 Hours,24 Hours,24 Hours,22.43184428,114.102636,NOW(),1
1107,上窰民俗文物館,Sheung Yiu Folk Museum,,3010,西貢北潭涌自然教育徑,"Pak Tam Chung Nature Trail, Sai Kung",null,http://www.heritagemuseum.gov.hk/en_US/web/hm/museums/sheungyiufolk.html,null,24 Hours,24 Hours,24 Hours,22.39249206,114.3213356,NOW(),1
1108,銀礦灣泳灘,Silver Mine Bay Beach,,4005,大嶼山梅窩東灣頭路,"Tong Wan Tau Road, Mui Wo, Lantau Island",null,http://www.lcsd.gov.hk/en/beach/index.html,null,24 Hours,24 Hours,24 Hours,22.27014454,113.9989828,NOW(),1
1109,銀線灣泳灘,Silverstrand Beach,,3010,西貢清水灣道,"Clear Water Bay Road, Sai Kung",null,http://www.lcsd.gov.hk/en/beach/index.html,null,24 Hours,24 Hours,24 Hours,22.32288331,114.2719049,NOW(),1
1110,小瀝源路遊樂場,Siu Lek Yuen Road Playground,,3011,沙田小瀝源路,"Siu Lek Yuen Road, Sha Tin",null,http://www.lcsd.gov.hk/en/facilities/facilitieslist.html,null,24 Hours,24 Hours,24 Hours,22.38806,114.20481,NOW(),1
1111,大嶼山西南海岸公園,Southwest Lantau Marine Park,,4005,大嶼山西南面的水域,The Southwestern waters of Lantau,1823,http://www.afcd.gov.hk/english/country/cou_vis/cou_vis_mar/cou_vis_mar_des/cou_vis_mar_des.html,null,24 Hours,24 Hours,24 Hours,22.20152539,113.8590775,NOW(),1
1112,聖士提反灣泳灘,St. Stephen's Beach,,1020,赤柱黃麻角徑,"Wong Ma Kok Path, Stanley",null,http://www.lcsd.gov.hk/en/beach/index.html,null,24 Hours,24 Hours,24 Hours,22.21329178,114.2149183,NOW(),1
1113,聖士提反灣水上活動中心,St. Stephen's Beach Water Sports Centre,,1020,香港赤柱黃麻角徑,"Wong Ma Kok Path, Stanley",null,http://www.lcsd.gov.hk/en/watersport/index.html,null,08:30 - 17:00,08:30 - 17:00,08:30 - 17:00,22.21166,114.2146307,NOW(),1
