1017,八方雲集,八方雲集,1002,香港鴨脷洲海怡半島海怡西商場地下G05單位,"UNIT G05, G/F., MARINA SQUARE,THE WEST COMMERCIAL BLOCK,COMMERCIAL DEVELOPMENT,SOUTH HORIZONS, APLEICHAU, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1018,小西貢,MiNi Sai Gon Restaurant,1002,香港鴨脷洲大街132號地下G鋪,"SHOP G, G/F., 132 MAIN STREET AP LEI CHAU, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1019,忠記粥品,忠記粥品,1002,"香港鴨脷洲鴨脷洲橋道 322, 326, 328, 330, 332號 鴨脷洲邨停車場/商場地下1號鋪","SHOP 1, G/F, COMMERCIAL/CAR PARK BLOCK, AP LEI CHAU ESTATE, 322, 326, 328, 330 AND 332 AP LEI CHAU BRIDGE ROAD, AP LEI CHAU, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1020,新億燊食店,新億燊食店,1002,鴨脷洲 鴨脷洲大街128號地下6號舖,"SHOP NO.6, G/F, 128 APLEICHAU MAIN STREET, ABERDEEN, SOUTHERN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1021,蒲八餐室,BOBA CAFE 128,1002,香港鴨脷洲 鴨脷洲大街128號 順利大廈地下1號舖,"SHOP 1, G/F., SHUN LEE BUILDING, 128 AP LEI CHAU MAIN STREET, AP LEI CHAU, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1022,誠信,Shing Shun Restaurant,1002,鴨脷洲邨利添樓地下1至12號、13A及15A號,"1-12,13A & 15A, G/F, LEI TIM HOUSE, APLEICHAU ESTATE, APLEICHAU, SOUTHERN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1023,越大哥越式小廚,VIETNAMESE HOUSE,1002,香港鴨脷洲鴨脷洲大街46號地下,"G/F., 46 MAIN STREET AP LEI CHAU, AP LEI CHAU, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1024,達記,達記,1002,鴨脷洲 鴨脷洲大街96號地下,"G/F, 96 APLEICHAU MAIN STREET, APLIECHUA, SOUTHERN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1025,韓樂,韓樂,1002,香港鴨脷洲利東邨路5號利東邨 利東商場一期2樓L-201A號舖,"SHOP NO. L-201A, LEVEL 2, LEI TUNG COMMERCIAL CENTRE (PHASE 1), LEI TUNG ESTATE, 5 LEI TUNG ESTATE ROAD, AP LEI CHAU, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1026,食記,食記,1002,香港鴨脷洲 鴨脷洲大街42號地下,"42, G/F, 42 APLEICHAU MAIN STREET, APLEICHAU, SOUTHERN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1027,傑仔酸辣米線,傑仔酸辣米線,1003,香港香港仔鴨脷洲邨利澤樓地下10號鋪,"SHOP 10, G/F, LEI CHAK HOUSE, AP LEI CHAU ESTATE, ABERDEEN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1028,八方雲集鍋貼水餃專門店,八方雲集鍋貼水餃專門店,1003,香港香港仔南寧街香港仔中心商場第五期地下2號舖,"SHOP 2, G/F., SITE 5, ABERDEEN CENTRE SHOPPING ARCADE, NAM NING STREET, ABERDEEN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1029,合利,合利,1003,香港香港仔東勝道19號 地下,"G/F, 19 TUNG  SING ROAD, ABERDEEN, SOUTHERN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1030,太平洋酒吧,BAR PACIFIC,1003,香港香港仔香港仔大道238號地下1號及2號鋪,"SHOP 1 & SHOP 2, G/F., NOS. 238 ABERDEEN MAIN ROAD, ABERDEEN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1031,新昌發魚蛋牛什粉麵,新昌發魚蛋牛什粉麵,1003,香港香港仔東勝道17號地下,"G/F., NO. 17 TUNG SING ROAD, ABERDEEN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1032,漁港艇仔粉,boat noodles,1003,香港香港仔鴨脷洲大街84號興富樓地下A鋪,"SHOP A, G/F., HING FU BUILDING,  84 MAIN STREET AP LEI CHAU, ABERDEEN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1033,潮發記,潮發記,1003,香港香港仔東勝道3號地下,"G/F., 3 TUNG SING ROAD, ABERDEEN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1034,潮苑,潮苑,1003,香港香港仔湖北街12號裕景中心地下1-3舖,"SHOP 1-3, G/F., GOODVIEW CENTRE, 12 WU PAK STREET, ABERDEEN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1035,炳記麵家,Ping Kee Noodle Shop,1003,香港香港仔嘉禾街21-25號 永穩大廈地下D舖,"SHOP D, G/F., EVER SECURE MANSION, NOS. 21-25 KA WO STREET, ABERDEEN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1036,華記,Wah Kee,1003,香港香港仔香港仔海傍道1號 香港仔網球及壁球中心一樓A部份,"PORTION A OF 1/F., ABERDEEN TENNIS AND SQUASH CENTRE, 1 ABERDEEN PRAYA ROAD, ABERDEEN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1037,覓廚,覓廚,1003,香港香港仔香港仔大道120號百滙行11樓,"11/F., PARK VIEW HOUSE, 120 ABERDEEN MAIN ROAD, ABERDEEN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1038,鄰里,NEIGHBOURHOOD COFFEE,1003,香港香港仔香港仔大道223至227號利群商場地下2號舖,"SHOP NO. 2, G/F., ABBA SHOPPING MALL, 223-227 ABERDEEN MAIN ROAD, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1039,鑑記車仔麵,鑑記車仔麵,1003,香港香港仔華富邨華安樓地下112號鋪,"SHOP NO. 112, G/F., WAH ON HOUSE, WAH FU ESTATE, ABERDEEN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1040,鴻福堂,HUNG FOOK TONG,1003,香港香港仔湖南街1-3號安泰大廈地下C號舖,"SHOP C, GROUND FLOOR, ON TAI BUILDING, NOS. 1-3 WU NAM STREET, ABERDEEN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1041,人和豆品廠,人和豆品廠,1004,香港銅鑼灣堅拿道西15號地下G10鋪,"SHOP G10, G/F., NO. 15 CANAL ROAD WEST, CAUSEWAY BAY, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1042,功夫點心,KUNG FU DIM SUM,1004,"香港銅鑼灣 英皇道14號 地下K2, K3及K4舖(部分)","PORTION OF SHOPS K2, K3 & K4, G/F, 14 KING'S ROAD, CAUSEWAY BAY, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1043,厚興瑜記,厚興瑜記,1004,香港銅鑼灣希雲街1-5號禮信大廈地下5號舖,"SHOP 5, G/F., LEISHUN COURT, 1-5 HAVEN STREET, CAUSEWAY BAY, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1044,后宮,PALACE,1004,香港銅鑼灣渣甸街66號亨環10樓,"10/F, AURA ON PENNINGTON, 66 JARDINE'S BAZAAR, CAUSEWAY BAY, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1045,吳留手酒館,NONSTOP RESTAURANT,1004,香港銅鑼灣邊寧頓街5號地下A部份,"PORTION A OF G/F., NO. 5 PENNINGTON STREET, CAUSEWAY BAY, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1046,大將王-魚鮮生刺身專門店,General King-Yu San Sushi,1004,香港銅鑼灣登龍街31-35號 玉山大廈地下1號舖,"SHOP 1, G/F., GIOK SAN BUILDING, 31-35 TANG LUNG STREET, CAUSEWAY BAY, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1047,就是偏偏喜歡你,"Say, I Love You",1004,香港銅鑼灣耀華街3號百樂中心16樓1602-1603室,"ROOM 1602-1603 ON THE 16TH FLOOR, BARTLOCK CENTRE, NO. 3 YIU WA STREET, CAUSEWAY BAY, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1048,崇酒蔵,Sakagura So,1004,香港銅鑼灣軒尼詩道555號崇光百貨 地庫二層B2-07C鋪,"SHOP B2-07C, BASEMENT 2, SOGO DEPARTMENT STORE, 555 HENNESSY ROAD, CAUSEWAY BAY, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1049,川粵時光,川粵時光,1004,香港銅鑼灣登龍街18號VPOINT 28樓,"28/F., VPOINT, 18 TANG LUNG STREET, CAUSEWAY BAY, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1050,度,Beyond Coffee & Bar,1004,香港銅鑼灣耀華街21號華耀商業大廈地下8號舖,"SHOP 8, G/F, WORKINGVIEW COMMERCIAL BUILDING, 21 YIU WA STREET, CAUSEWAY BAY, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1051,新寧餐廳,Sunning Restaurant,1004,香港銅鑼灣波斯富街99號利舞台廣場16樓B鋪,"FLAT B, 16/F., LEE THEATRE PLAZA, 99 PERCIVAL STREET, CAUSEWAY BAY, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1052,日本清酒藏所,SAKE SAN,1004,香港銅鑼灣名店坊百德新街66-72號地下C及D舖及舖前 露天座位1及2,"SHOPS C & D, G/F. & OUTSIDE SEATING ACCOMMODATION 1 AND 2 AT SHOP FRONT, 66-72 PATERSON STREET, FASHION WALK, CAUSEWAY BAY, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1053,春嬌,Chun Giu,1004,香港銅鑼灣加路連山道9 & 9A號地下,"G/F., NO. 9 & 9A CAROLINE HILL ROAD, CAUSEWAY BAY, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1054,燒鬼,Yaki Oni,1004,香港銅鑼灣駱克道459-461號 THE L. SQUARE 9樓,"9/F., THE L. SQUARE, 459-461 LOCKHART ROAD, CAUSEWAY BAY, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1055,牛陣,GYU JIN,1004,香港銅鑼灣軒尼詩道489號銅鑼灣廣場1期3樓301-303號 鋪,"SHOP 301-303, 3/F., CAUSEWAY BAY PLAZA 1, 489 HENNESSY ROAD, CAUSEWAY BAY, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1056,發記飯店,發記飯店,1004,香港銅鑼灣 琉璃街3A號地下,"G/F, 3A LAU LI STREET, CAUSEWAY BAY, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1057,矚目,Mood Chill,1004,香港銅鑼灣耀華街21號 華耀商業大廈 地下6號舖,"SHOP 6, G/F, WORKINGVIEW COMMERCIAL BUILDING, NO. 21 YIU WA STREET, CAUSEWAY BAY, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1058,花貝日本料理,HANA GAI JAPANESE RESTAURANT,1004,香港銅鑼灣開平道1號6樓,"6TH FLOOR, NO.1 HOI PING ROAD, CAUSEWAY BAY, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1059,英皇戲院,Emperor Cinemas,1004,香港銅鑼灣勿地臣街1號 時代廣場13樓戲院部份的A,"PORTION A OF CINEMA PORTION OF 13/F, TIMES SQUARE, 1 MATHESON STREET, CAUSEWAY BAY, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1060,蒙地卡羅,Monte Carlo Whisky Club,1004,香港銅鑼灣霎東街11號 THE SHARP 38樓及平台A部份,"PORTION A OF FLAT ROOF & 38/F, THE SHARP, 11 SHARP STREET EAST, CAUSEWAY BAY, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1061,金域冰廳,Golden Zone Cafe,1004,香港銅鑼灣渣甸街56號地下1至2號鋪,"SHOP 1-2, G/F., 56 JARDINE'S BAZAAR, CAUSEWAY BAY, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1062,雞功房,HAKKA SHOP,1004,香港銅鑼灣 威菲路道6A號 金都洋樓地下,"G/F, KAM DO MANSION, 6A WHITFIELD ROAD, CAUSEWAY BAY, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1063,雲壽司,Sushi Kumo,1004,香港銅鑼灣謝斐道506-508號聯成商業中心地下B舖,"SHOP B, G/F., UNITED SUCCESS COMMERCIAL CENTRE, NOS. 506-508 JAFFE ROAD, CAUSEWAY BAY, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1064,鮨三川,Sushi Sansen,1004,香港銅鑼灣渣甸街50號渣甸中心6樓,"6/F., JARDINE CENTRE, 50 JARDINE'S BAZAAR, CAUSEWAY BAY, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1065,中環街市,CENTRAL MARKET,1005,香港中環德輔道中80號及皇后大道中93號 中環街市地下G15A號鋪,"SHOP G15A, G/F., CENTRAL MARKET, 80 DES VOEUX ROAD CENTRAL AND 93 QUEEN'S ROAD CENTRAL, CENTRAL, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1066,中環街市,CENTRAL MARKET,1005,香港中環德輔道中80號及皇后大道中93號 中環街市地下G14號鋪,"SHOP G14, G/F., CENTRAL MARKET, 80 DES VOEUX ROAD CENTRAL AND 93 QUEEN'S ROAD CENTRAL, CENTRAL, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1067,中環街市,CENTRAL MARKET,1005,香港中環德輔道中80號及皇后大道中93號 中環街市地下G13號鋪,"SHOP G13, G/F., CENTRAL MARKET, 80 DES VOEUX ROAD CENTRAL AND 93 QUEEN'S ROAD CENTRAL, CENTRAL, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1068,勇料理,勇料理,1005,香港中環擺花街1號 一號廣場地下9號鋪,"SHOP 9, G/F, 1 LYNDHURST, NO. 1 LYNDHURST TERRACE, CENTRAL DISTRICT, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1069,奈雪の茶,奈雪の茶,1005,香港山頂道118號山頂廣場地下G08號舖(主要部份),"MAJOR PORTION OF SHOP G08, G/F., PEAK GALLERIA, 118 PEAK ROAD, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1070,素味謀麵,Soulmate Ramen,1005,香港中環和安里16號地下,"G/F., 16 WO ON LANE, CENTRAL, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1071,釀酒獅,LOL,1005,香港中環士丹頓街25號地下,"G/F, 25 STAUNTON STREET, CENTRAL, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1072,餃掂手工餃子雲吞專門店,NOM NOM DUMPLING,1005,香港中環威靈頓街55號地下,"G/F., 55 WELLINGTON STREET, CENTRAL, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1073,香港壁球中心小食食肆,Hong Kong Squash Centre,1005,香港中環紅棉路23號香港壁球中心一樓露臺及地下(部份),"BALCONY AT 1/F. & G/F. (PORTION), HONG KONG SQUASH CENTRE, 23 COTTON TREE DRIVE, CENTRAL, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1074,魚蛋檔,Yu Dan Don,1005,香港中環雲咸街32號雲咸大廈地下1及2號舖,"SHOP NO. 1 & 2, G/F., WYNDHAM MANSION, 32 WYNDHAM STREET, CENTRAL, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1075,麵皇自家麵,KING NOODLES,1005,香港中環威靈頓街61號地下及閣樓,"G/F & C/L, 61 WELLINGTON STREET, CENTRAL, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1076,中興牛雜粉麵,中興牛雜粉麵,1006,香港柴灣小西灣街市地下49及50鋪,"STALL 49 & 50, G/F., SIU SAI WAN MARKET, CHAI WAN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1077,十年記車仔麵,TEN YEARS OF CAR NOODLES,1006,香港柴灣大潭道188號 興民邨興民商場第四層408號舖,"SHOP NO. 408, LEVEL 4, HING MAN SHOPPING CENTRE, HING MAN ESTATE, NO. 188 TAI TAM ROAD, CHAI WAN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1078,太平洋酒吧,BAR PACIFIC,1006,香港柴灣環翠道120號仁樂大廈地下B座A鋪,"SHOP A, BLOCK B, G/F., YEN LOK BUILDING, 120 WAN TSUI ROAD, CHAI WAN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1079,小重慶,小重慶,1006,香港柴灣柴灣道345號金源洋樓地下2號鋪,"SHOP NO. 2, G/F., GOLD MINE BUILDING, NO. 345 CHAI WAN ROAD, CHAI WAN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1080,德聲海鮮酒家,德聲海鮮酒家,1006,香港柴灣 漁灣邨附屬酒樓地下至2樓,"G/F - 2/F, ANNEX RESTAURANT AT YU WAN EST, CHAI WAN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1081,日月,日月,1006,香港柴灣小西灣小西灣道9號 富欣花園地下76號舖,"SHOP 76, G/F., HARMONY GARDEN, NO. 9 SIU SAI WAN ROAD, SIU SAI WAN, CHAI WAN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1082,甦爐,So Bakery,1006,香港柴灣大潭道188號興民邨興民商場停車場4樓404 (大部份),"SHOP 404 (MAJOR PORTION) ON LEVEL 4, COMMERCIAL / CARPARK BLOCK, HING MAN ESTATE, NO. 188 TAI TAM ROAD, CHAI WAN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1083,興華茶餐廳,興華茶餐廳,1006,香港柴灣 興華邨第二期 和興樓203至204室,"203-204, G/F, WO HING HOUSE, HING WAH EST, STAGE II, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1084,華御結,hana-musubi,1006,香港柴灣環翠道11號興華廣場1樓117鋪,"SHOP NO. 117, 1/F., HING WAH PLAZA, 11 WAN TSUI ROAD, CHAI WAN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
1085,薯仔屋電影餐廳,SMALL POTATO MOVIELAND,1006,香港柴灣柴灣道333號永利中心地下J舖B1&B2部份,"PORTIONS B1 & B2 OF SHOP J, G/F., WINNER CENTRE, 333 CHAI WAN ROAD, CHAI WAN, HONG KONG",0,0,12345678,restaurant@gmail.com,100,12:00 - 12:00,12:00 - 12:00,12:00 - 12:00,3/22/2022 20:59,1,NULL
